"transaction_version","event_index","created_at","type","account_address","data","updated_at","deleted_at","creation_number","sequence_number","transaction_block_height","inserted_at"
110557,0,2023-11-29 03:06:57.996,"0x1::voting::CreateProposalEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""early_resolution_vote_threshold"":{""vec"":[""50000847671301291""]},""execution_hash"":""0x14bbbcc8b5ecd167b4527fc6f8caee3f9a12f93e8543eabaae696bf1eedec044"",""expiration_secs"":""1666241892"",""metadata"":{""data"":[{""key"":""metadata_hash"",""value"":""0x31323164623539383831643239333466306238306536366437316133383838353131646264353130376634383765303563313266336462373862303266613265""},{""key"":""metadata_location"",""value"":""0x68747470733a2f2f7261772e67697468756275736572636f6e74656e742e636f6d2f6170746f732d6c6162732f6d61696e6e65742d70726f706f73616c732f6d61696e2f6d657461646174612f302d7265647563652d696e6372656173652d6c696d69742d746f2d31302e6a736f6e""}]},""min_vote_threshold"":""40000000000000000"",""proposal_id"":""0""}",2023-11-29 03:06:57.996,,5,0,55050,2022-10-13 11:58:12.108 +0700
113048,0,2023-11-29 03:06:58.648,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2173049575600268"",""proposal_id"":""0""}",2023-11-29 03:06:58.648,,8,0,56295,2022-10-13 12:08:26.586 +0700
115317,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100000000000000"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,7,57426,2022-10-13 12:17:40.510 +0700
115334,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100003196225539"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,8,57434,2022-10-13 12:17:44.201 +0700
115211,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2173049575492629"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,1,57376,2022-10-13 12:17:18.549 +0700
115353,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100003196225539"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,9,57443,2022-10-13 12:17:47.908 +0700
115232,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2166666666666670"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,2,57386,2022-10-13 12:17:23.205 +0700
115253,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2166666666666670"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,3,57396,2022-10-13 12:17:27.588 +0700
115268,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2166701292166670"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,4,57403,2022-10-13 12:17:30.689 +0700
115285,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2166805171986805"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,5,57411,2022-10-13 12:17:34.091 +0700
115370,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100003196225539"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,10,57451,2022-10-13 12:17:51.329 +0700
115300,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100001598100000"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,6,57418,2022-10-13 12:17:37.028 +0700
115385,0,2023-11-29 03:06:59.138,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100001598100000"",""proposal_id"":""0""}",2023-11-29 03:06:59.138,,8,11,57458,2022-10-13 12:17:54.173 +0700
118933,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,24,59223,2022-10-13 12:32:21.622 +0700
118732,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,19,59125,2022-10-13 12:31:34.833 +0700
118489,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,12,59007,2022-10-13 12:30:39.148 +0700
118524,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100001598100000"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,13,59024,2022-10-13 12:30:47.382 +0700
118557,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100001598100000"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,14,59040,2022-10-13 12:30:55.096 +0700
118592,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100000000000000"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,15,59057,2022-10-13 12:31:03.031 +0700
118627,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100001598100000"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,16,59074,2022-10-13 12:31:11.003 +0700
118664,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100000000000000"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,17,59092,2022-10-13 12:31:19.353 +0700
118697,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100000000000000"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,18,59108,2022-10-13 12:31:26.733 +0700
118990,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,25,59251,2022-10-13 12:32:35.105 +0700
118793,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100003196225539"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,20,59155,2022-10-13 12:31:49.699 +0700
118828,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100000000000000"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,21,59172,2022-10-13 12:31:57.805 +0700
118863,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100003196225539"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,22,59189,2022-10-13 12:32:05.658 +0700
118898,0,2023-11-29 03:07:00.164,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.164,,8,23,59206,2022-10-13 12:32:13.460 +0700
119209,0,2023-11-29 03:07:00.503,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.503,,8,30,59358,2022-10-13 12:33:25.873 +0700
119047,0,2023-11-29 03:07:00.503,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.503,,8,26,59279,2022-10-13 12:32:48.741 +0700
119082,0,2023-11-29 03:07:00.503,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.503,,8,27,59296,2022-10-13 12:32:56.887 +0700
119117,0,2023-11-29 03:07:00.503,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:00.503,,8,28,59313,2022-10-13 12:33:04.977 +0700
119152,0,2023-11-29 03:07:00.503,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100003196225539"",""proposal_id"":""0""}",2023-11-29 03:07:00.503,,8,29,59330,2022-10-13 12:33:12.706 +0700
255611,0,2023-11-29 03:07:41.230,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""1975252513923645"",""proposal_id"":""0""}",2023-11-29 03:07:41.230,,8,31,127522,2022-10-13 21:58:55.404 +0700
271484,0,2023-11-29 03:07:45.527,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:45.527,,8,34,135457,2022-10-13 23:04:52.137 +0700
271294,0,2023-11-29 03:07:45.527,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100006392553235"",""proposal_id"":""0""}",2023-11-29 03:07:45.527,,8,32,135363,2022-10-13 23:04:06.497 +0700
271329,0,2023-11-29 03:07:45.527,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100006392553235"",""proposal_id"":""0""}",2023-11-29 03:07:45.527,,8,33,135380,2022-10-13 23:04:14.502 +0700
271543,0,2023-11-29 03:07:45.527,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100004794376617"",""proposal_id"":""0""}",2023-11-29 03:07:45.527,,8,35,135486,2022-10-13 23:05:05.980 +0700
271678,0,2023-11-29 03:07:45.527,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""100006392553235"",""proposal_id"":""0""}",2023-11-29 03:07:45.527,,8,36,135553,2022-10-13 23:05:39.139 +0700
274543,0,2023-11-29 03:07:46.775,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2166805007877041"",""proposal_id"":""0""}",2023-11-29 03:07:46.775,,8,39,136984,2022-10-13 23:17:26.802 +0700
274515,0,2023-11-29 03:07:46.775,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""1975284080434070"",""proposal_id"":""0""}",2023-11-29 03:07:46.775,,8,37,136971,2022-10-13 23:17:21.467 +0700
274522,0,2023-11-29 03:07:46.775,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2166805171986805"",""proposal_id"":""0""}",2023-11-29 03:07:46.775,,8,38,136974,2022-10-13 23:17:22.345 +0700
410514,0,2023-11-29 03:08:24.870,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""494871129828906"",""proposal_id"":""0""}",2023-11-29 03:08:24.870,,8,40,204962,2022-10-14 08:42:12.702 +0700
474151,0,2023-11-29 03:08:42.353,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""114151056612635"",""proposal_id"":""0""}",2023-11-29 03:08:42.353,,8,41,236644,2022-10-14 13:02:30.683 +0700
598323,0,2023-11-29 03:09:19.309,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""108723341007427"",""proposal_id"":""0""}",2023-11-29 03:09:19.309,,8,42,298719,2022-10-14 21:37:21.681 +0700
625767,0,2023-11-29 03:09:26.836,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""761075549606042"",""proposal_id"":""0""}",2023-11-29 03:09:26.836,,8,43,312441,2022-10-14 23:31:01.015 +0700
1923993,0,2023-11-29 03:16:16.508,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175168812003929"",""proposal_id"":""0""}",2023-11-29 03:16:16.508,,8,44,946455,2022-10-18 13:13:48.392 +0700
1924263,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175133717854451"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,52,946586,2022-10-18 13:14:49.484 +0700
1924294,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175167571133559"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,53,946601,2022-10-18 13:14:56.427 +0700
1924325,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175168999900253"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,54,946616,2022-10-18 13:15:03.483 +0700
1924360,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2174995201353832"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,55,946633,2022-10-18 13:15:11.445 +0700
1924042,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2174960443310988"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,45,946479,2022-10-18 13:13:59.894 +0700
1924071,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175029720678768"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,46,946493,2022-10-18 13:14:06.679 +0700
1924102,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175029481183569"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,47,946508,2022-10-18 13:14:13.468 +0700
1924133,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2174959893052919"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,48,946523,2022-10-18 13:14:20.479 +0700
1924166,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175168912780400"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,49,946539,2022-10-18 13:14:27.826 +0700
1924197,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175134239079979"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,50,946554,2022-10-18 13:14:34.549 +0700
1924230,0,2023-11-29 03:16:16.789,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2175168675363728"",""proposal_id"":""0""}",2023-11-29 03:16:16.789,,8,51,946570,2022-10-18 13:14:42.078 +0700
1990618,0,2023-11-29 03:16:39.624,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""228488189278901"",""proposal_id"":""0""}",2023-11-29 03:16:39.624,,8,56,979744,2022-10-18 17:49:39.105 +0700
2033699,0,2023-11-29 03:16:50.804,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""326399244216789"",""proposal_id"":""0""}",2023-11-29 03:16:50.804,,8,57,1001240,2022-10-18 20:46:25.660 +0700
2090633,0,2023-11-29 03:17:05.969,"0x1::voting::ResolveProposal","0x0000000000000000000000000000000000000000000000000000000000000001","{""no_votes"":""0"",""proposal_id"":""0"",""resolved_early"":true,""yes_votes"":""52431978984704074""}",2023-11-29 03:17:05.969,,7,0,1029438,2022-10-19 00:35:24.286 +0700
87002807,0,2023-11-29 03:55:12.638,"0x1::voting::CreateProposalEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""early_resolution_vote_threshold"":{""vec"":[""50983884337333458""]},""execution_hash"":""0xb3ecc5e18944e9b72843971ecfa9224792b4b9331d23220e95870b6dccf1a8e9"",""expiration_secs"":""1676918770"",""metadata"":{""data"":[{""key"":""metadata_hash"",""value"":""0x39323462396535366565363230666639393661636131623831653431633730663231653935303134376239373931386564663265336239643735373838383562""},{""key"":""metadata_location"",""value"":""0x68747470733a2f2f6769746875622e636f6d2f6170746f732d666f756e646174696f6e2f6d61696e6e65742d70726f706f73616c732f7261772f6d61696e2f6d657461646174612f76312e322f302f302d6d6f76652d7374646c69622e6a736f6e""}]},""min_vote_threshold"":""40000000000000000"",""proposal_id"":""1""}",2023-11-29 03:55:12.638,,5,1,32668656,2023-02-14 01:46:10.499 +0700
87027144,0,2023-11-29 03:55:20.251,"0x1::voting::CreateProposalEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""early_resolution_vote_threshold"":{""vec"":[""50984556054083129""]},""execution_hash"":""0x3e7e0eb07ff0c892943177046c64cc3a223591285d15214a3576110c984de917"",""expiration_secs"":""1676922804"",""metadata"":{""data"":[{""key"":""metadata_hash"",""value"":""0x61376563393535386638346334346566383236376463356461323661363137646666363465613166363930373532343266313930393865346664656364613565""},{""key"":""metadata_location"",""value"":""0x68747470733a2f2f7261772e67697468756275736572636f6e74656e742e636f6d2f6170746f732d666f756e646174696f6e2f6d61696e6e65742d70726f706f73616c732f6d61696e2f6d657461646174612f76312e322f302f312d6170746f732d7374646c69622e6a736f6e""}]},""min_vote_threshold"":""40000000000000000"",""proposal_id"":""2""}",2023-11-29 03:55:20.251,,5,2,32679345,2023-02-14 02:53:24.585 +0700
87053818,0,2023-11-29 03:55:27.515,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2016962273219388"",""proposal_id"":""1""}",2023-11-29 03:55:27.515,,8,58,32691074,2023-02-14 04:07:33.729 +0700
87054045,0,2023-11-29 03:55:27.823,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2016962273219388"",""proposal_id"":""2""}",2023-11-29 03:55:27.823,,8,59,32691173,2023-02-14 04:08:10.175 +0700
87055880,0,2023-11-29 03:55:28.108,"0x1::voting::CreateProposalEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""early_resolution_vote_threshold"":{""vec"":[""50984555527151435""]},""execution_hash"":""0xc74370beddaf8d2aa69a704a15e8e7e2e2312c8d3cd502ebeca17da545bdc352"",""expiration_secs"":""1676927564"",""metadata"":{""data"":[{""key"":""metadata_hash"",""value"":""0x36303238376365316536616364633236666332616430663264303534353138326136616135643439623663666230616138306365376564646666363837386238""},{""key"":""metadata_location"",""value"":""0x68747470733a2f2f7261772e67697468756275736572636f6e74656e742e636f6d2f6170746f732d666f756e646174696f6e2f6d61696e6e65742d70726f706f73616c732f6d61696e2f6d657461646174612f76312e322f302f322d6170746f732d6672616d65776f726b2e6a736f6e""}]},""min_vote_threshold"":""40000000000000000"",""proposal_id"":""3""}",2023-11-29 03:55:28.108,,5,3,32691948,2023-02-14 04:12:44.059 +0700
87056101,0,2023-11-29 03:55:28.350,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2016962273219388"",""proposal_id"":""3""}",2023-11-29 03:55:28.350,,8,60,32692047,2023-02-14 04:13:23.400 +0700
87074957,0,2023-11-29 03:55:33.743,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2016994506293476"",""proposal_id"":""4""}",2023-11-29 03:55:33.743,,8,61,32700366,2023-02-14 05:06:04.292 +0700
87074772,0,2023-11-29 03:55:33.743,"0x1::voting::CreateProposalEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""early_resolution_vote_threshold"":{""vec"":[""50985227215073712""]},""execution_hash"":""0x4454c3bc2a2fc37720631a875fb187f5d775bd2db02516de803b4efd81db6560"",""expiration_secs"":""1676930729"",""metadata"":{""data"":[{""key"":""metadata_hash"",""value"":""0x37653135303061623935376632646635383434646461346566323636373930363538316333336332353136336334366433643735323431393161336536316430""},{""key"":""metadata_location"",""value"":""0x68747470733a2f2f7261772e67697468756275736572636f6e74656e742e636f6d2f6170746f732d666f756e646174696f6e2f6d61696e6e65742d70726f706f73616c732f6d61696e2f6d657461646174612f76312e322f302f332d6170746f732d746f6b656e2e6a736f6e""}]},""min_vote_threshold"":""40000000000000000"",""proposal_id"":""4""}",2023-11-29 03:55:33.743,,5,4,32700281,2023-02-14 05:05:29.452 +0700
87097589,0,2023-11-29 03:55:40.033,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2016991353956546"",""proposal_id"":""1""}",2023-11-29 03:55:40.033,,8,62,32710446,2023-02-14 06:11:06.647 +0700
87099741,0,2023-11-29 03:55:40.683,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2016991353956546"",""proposal_id"":""4""}",2023-11-29 03:55:40.683,,8,65,32711399,2023-02-14 06:17:11.937 +0700
87099382,0,2023-11-29 03:55:40.683,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2016991353956546"",""proposal_id"":""3""}",2023-11-29 03:55:40.683,,8,64,32711243,2023-02-14 06:16:15.917 +0700
87099266,0,2023-11-29 03:55:40.683,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2016991353956546"",""proposal_id"":""2""}",2023-11-29 03:55:40.683,,8,63,32711192,2023-02-14 06:15:56.473 +0700
88910549,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2213929917511778"",""proposal_id"":""3""}",2023-11-29 04:08:28.319,,8,95,33482513,2023-02-17 11:53:51.947 +0700
88910481,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""101999163813508"",""proposal_id"":""2""}",2023-11-29 04:08:28.319,,8,91,33482483,2023-02-17 11:53:40.275 +0700
88910470,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""101999384119115"",""proposal_id"":""2""}",2023-11-29 04:08:28.319,,8,90,33482478,2023-02-17 11:53:38.354 +0700
88910457,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""102000353698612"",""proposal_id"":""2""}",2023-11-29 04:08:28.319,,8,89,33482472,2023-02-17 11:53:35.879 +0700
88910438,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""102018671712983"",""proposal_id"":""2""}",2023-11-29 04:08:28.319,,8,88,33482464,2023-02-17 11:53:32.991 +0700
88910418,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""102111876395702"",""proposal_id"":""2""}",2023-11-29 04:08:28.319,,8,87,33482456,2023-02-17 11:53:30.622 +0700
88910403,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""102345644263919"",""proposal_id"":""2""}",2023-11-29 04:08:28.319,,8,86,33482449,2023-02-17 11:53:27.609 +0700
88910388,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2214141735584143"",""proposal_id"":""2""}",2023-11-29 04:08:28.319,,8,85,33482442,2023-02-17 11:53:24.677 +0700
88910364,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2215566421373580"",""proposal_id"":""2""}",2023-11-29 04:08:28.319,,8,84,33482432,2023-02-17 11:53:21.705 +0700
88910226,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""102000353698612"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,76,33482373,2023-02-17 11:53:00.664 +0700
88910053,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2220530520141396"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,66,33482299,2023-02-17 11:52:35.236 +0700
88910066,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2213938919342927"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,67,33482305,2023-02-17 11:52:37.560 +0700
88910087,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2214006357434443"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,68,33482314,2023-02-17 11:52:40.394 +0700
88910120,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2213929917511778"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,69,33482327,2023-02-17 11:52:43.765 +0700
88910139,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2214009224069369"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,70,33482335,2023-02-17 11:52:46.556 +0700
88910155,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2215566421373580"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,71,33482342,2023-02-17 11:52:48.920 +0700
88910172,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""2214141735584143"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,72,33482349,2023-02-17 11:52:51.410 +0700
88910185,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""102345644263919"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,73,33482355,2023-02-17 11:52:53.749 +0700
88910196,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""102111876395702"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,74,33482360,2023-02-17 11:52:55.750 +0700
88910215,0,2023-11-29 04:08:28.319,"0x1::voting::VoteEvent","0x0000000000000000000000000000000000000000000000000000000000000001","{""num_votes"":""102018671712983"",""proposal_id"":""1""}",2023-11-29 04:08:28.319,,8,75,33482368,2023-02-17 11:52:58.827 +0700
